Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia
360,US-2022-151379,6/29/2022,7/2/2022,Urgente,AS-10375,Asunción Soto,Cliente,Lima,Lima (city),Perú,Sur,MAT-GR-10003284,Material de oficina,Grapas,"Advantus Clips, Metal",168.84,3,0.4,5.04
590,US-2020-132899,4/2/2020,4/6/2020,Rápido,GO-15400,Gracias Olivera,Empresa,Lima,Lima (city),Perú,Sur,MAT-SO-10001971,Material de oficina,Sobres,"Jiffy Sobre de hebilla, Reciclado",87.84,3,0.4,-48.36
591,US-2020-132899,4/2/2020,4/6/2020,Rápido,GO-15400,Gracias Olivera,Empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10004000,Material de oficina,Almacenamiento,"Rogers Bandejas, Metal",1215,5,0.4,-486
592,US-2020-132899,4/2/2020,4/6/2020,Rápido,GO-15400,Gracias Olivera,Empresa,Lima,Lima (city),Perú,Sur,TEC-TE-10001732,Tecnología,Teléfonos,"Motorola Base de audio, Azul",1386.96,2,0.4,-254.64
593,US-2020-132899,4/2/2020,4/6/2020,Rápido,GO-15400,Gracias Olivera,Empresa,Lima,Lima (city),Perú,Sur,MAT-AR-10003711,Material de oficina,Arte,"Stanley Rotuladores, Al por mayor",449.4,5,0.4,7.4
594,US-2020-132899,4/2/2020,4/6/2020,Rápido,GO-15400,Gracias Olivera,Empresa,Lima,Lima (city),Perú,Sur,TEC-AC-10002157,Tecnología,Accesorios,"Memorex Tarjeta de memoria, Blanco",800.64,2,0.4,-533.76
595,US-2020-132899,4/2/2020,4/6/2020,Rápido,GO-15400,Gracias Olivera,Empresa,Lima,Lima (city),Perú,Sur,MOB-MO-10003083,Mobiliario,Mobiliario,"Rubvermaid Bandeja apiladora, Negro",201.12,2,0.4,-16.88
596,US-2020-132899,4/2/2020,4/6/2020,Rápido,GO-15400,Gracias Olivera,Empresa,Lima,Lima (city),Perú,Sur,MOB-SI-10001502,Mobiliario,Sillas,"Novimex Estora, Rojo",676.08,3,0.4,-293.52
655,US-2022-151225,4/16/2022,4/21/2022,Estándar,FV-14620,Flavia Valles,Empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10002297,Material de oficina,Almacenamiento,"Tenex Carpetas, Tamaño completo",651,7,0.4,-380.8
656,US-2022-151225,4/16/2022,4/21/2022,Estándar,FV-14620,Flavia Valles,Empresa,Lima,Lima (city),Perú,Sur,MAT-CA-10002265,Material de oficina,Carpetas,"Acco Encuadernadora, Transparente",1213.2,6,0.4,-404.4
657,US-2022-151225,4/16/2022,4/21/2022,Estándar,FV-14620,Flavia Valles,Empresa,Lima,Lima (city),Perú,Sur,MOB-LI-10000374,Mobiliario,Librerías,"Ikea Librería, Metal",976.32,2,0.4,-569.68
658,US-2022-151225,4/16/2022,4/21/2022,Estándar,FV-14620,Flavia Valles,Empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10002912,Material de oficina,Almacenamiento,"Eldon Casilleros, Metal",1575.84,2,0.4,-157.76
659,US-2022-151225,4/16/2022,4/21/2022,Estándar,FV-14620,Flavia Valles,Empresa,Lima,Lima (city),Perú,Sur,MAT-PA-10000749,Material de oficina,Papel,"Enermax Agenda, Paquete de 12",213.12,2,0.4,-0.08
660,US-2022-151225,4/16/2022,4/21/2022,Estándar,FV-14620,Flavia Valles,Empresa,Lima,Lima (city),Perú,Sur,MAT-GR-10004370,Material de oficina,Grapas,"Advantus Cintas de goma, Tamaños variados",449.28,8,0.4,-8.32
661,US-2022-151225,4/16/2022,4/21/2022,Estándar,FV-14620,Flavia Valles,Empresa,Lima,Lima (city),Perú,Sur,MAT-ET-10001360,Material de oficina,Etiquetas,"Harbour Creations Etiquetas para documentos legales, Rojo",86.16,2,0.4,12.56
1038,US-2020-111157,7/1/2020,7/3/2020,Urgente,CG-12550,Claudio Gil,Cliente,Lima,Lima (city),Perú,Sur,MAT-AL-10001030,Material de oficina,Almacenamiento,"Fellowes Casilleros, Industrial",2493.72,3,0.4,-1579.68
1419,US-2022-112823,1/8/2022,1/14/2022,Estándar,CO-12925,Coralía Olivas,Cliente,Lima,Lima (city),Perú,Sur,MAT-SO-10003038,Material de oficina,Sobres,"GlobeWeis Cierre adhesivo, Rojo",299.16,3,0.4,-105.24
1420,US-2022-112823,1/8/2022,1/14/2022,Estándar,CO-12925,Coralía Olivas,Cliente,Lima,Lima (city),Perú,Sur,MAT-SO-10000165,Material de oficina,Sobres,"GlobeWeis Sobre de tipo Manila, 50",328.68,3,0.4,-131.52
1421,US-2022-112823,1/8/2022,1/14/2022,Estándar,CO-12925,Coralía Olivas,Cliente,Lima,Lima (city),Perú,Sur,MOB-LI-10004236,Mobiliario,Librerías,"Safco Conjunto de estantes, Negro",1584.72,2,0.4,-1003.68
1422,US-2022-112823,1/8/2022,1/14/2022,Estándar,CO-12925,Coralía Olivas,Cliente,Lima,Lima (city),Perú,Sur,MAT-PA-10004917,Material de oficina,Papel,"Green Bar Material de oficina, Multicolor",199.2,1,0.4,-86.4
1423,US-2022-112823,1/8/2022,1/14/2022,Estándar,CO-12925,Coralía Olivas,Cliente,Lima,Lima (city),Perú,Sur,MAT-PA-10004503,Material de oficina,Papel,"Eaton Recordadores, Multicolor",121.2,2,0.4,-60.8
1424,US-2022-112823,1/8/2022,1/14/2022,Estándar,CO-12925,Coralía Olivas,Cliente,Lima,Lima (city),Perú,Sur,MAT-AR-10001090,Material de oficina,Arte,"Stanley Libreta de dibujo, Al por mayor",357.6,2,0.4,-59.6
1425,US-2022-112823,1/8/2022,1/14/2022,Estándar,CO-12925,Coralía Olivas,Cliente,Lima,Lima (city),Perú,Sur,MAT-SO-10002599,Material de oficina,Sobres,"Cameo Sobres de uso interno, Reciclado",739.68,4,0.4,-37.12
1679,US-2023-161242,10/14/2023,10/19/2023,Estándar,SP-20950,Silvia Pérez,Empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10001823,Material de oficina,Almacenamiento,"Smead Casilleros, Azul",793.68,1,0.4,-291.12
2376,US-2021-145758,10/28/2021,11/1/2021,Estándar,BE-11800,Bautista Espino,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-GR-10001907,Material de oficina,Grapas,"OIC Chinchetas, Metal",170.28,3,0.4,-42.72
2853,US-2023-167500,10/8/2023,10/12/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10003619,Material de oficina,Carpetas,"Avery Anillas, Económico",70.56,4,0.4,-11.84
2854,US-2023-167500,10/8/2023,10/12/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MOB-LI-10000755,Mobiliario,Librerías,"Dania Librería, Negro",1967.04,4,0.4,-721.76
2855,US-2023-167500,10/8/2023,10/12/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10001216,Material de oficina,Carpetas,"Ibico Cubierta de carpeta, Transparente",262.2,5,0.4,-52.8
2856,US-2023-167500,10/8/2023,10/12/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10001612,Material de oficina,Carpetas,"Wilson Jones Carpeta, Económico",156.24,3,0.4,23.04
3248,US-2023-110177,12/9/2023,12/11/2023,Urgente,IB-16090,Isaac Barajas,Cliente,Lima,Lima (city),Perú,Sur,MOB-SI-10003956,Mobiliario,Sillas,"Novimex Estora, Negro",646.92,3,0.4,-367.08
3295,US-2023-165687,12/19/2023,12/23/2023,Estándar,JH-16750,José Hernández,Cliente,Lima,Lima (city),Perú,Sur,TEC-CO-10003416,Tecnología,Copiadoras,"Brother Tinta, 2",1174.472,2,0.402,-455.928
3296,US-2023-165687,12/19/2023,12/23/2023,Estándar,JH-16750,José Hernández,Cliente,Lima,Lima (city),Perú,Sur,MOB-MO-10002856,Mobiliario,Mobiliario,"Deflect-O Marco de foto, Duradero",587.16,3,0.4,-195.84
3297,US-2023-165687,12/19/2023,12/23/2023,Estándar,JH-16750,José Hernández,Cliente,Lima,Lima (city),Perú,Sur,TEC-TE-10001096,Tecnología,Teléfonos,"Samsung Amplificador de señal, Azul",3278.16,6,0.4,327.36
3478,US-2021-168676,11/30/2021,12/5/2021,Estándar,BR-11845,Basilio Ruiz,Empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10000423,Material de oficina,Almacenamiento,"Smead Bandejas, Tamaño completo",582.12,3,0.4,-29.28
3479,US-2021-168676,11/30/2021,12/5/2021,Estándar,BR-11845,Basilio Ruiz,Empresa,Lima,Lima (city),Perú,Sur,MAT-ET-10004097,Material de oficina,Etiquetas,"Novimex Etiquetas para documentos legales, Rojo",82.32,2,0.4,-35.68
3495,US-2023-169740,11/3/2023,11/10/2023,Estándar,MA-18925,Mirna Aparicio,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-CA-10000424,Material de oficina,Carpetas,"Wilson Jones Encuadernadora, Económico",1175.04,6,0.4,-236.16
3496,US-2023-169740,11/3/2023,11/10/2023,Estándar,MA-18925,Mirna Aparicio,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-GR-10000916,Material de oficina,Grapas,"Stockwell Pasadores, Al por mayor",172.44,3,0.4,-112.56
3497,US-2023-169740,11/3/2023,11/10/2023,Estándar,MA-18925,Mirna Aparicio,Pequeña empresa,Lima,Lima (city),Perú,Sur,MOB-MO-10000375,Mobiliario,Mobiliario,"Deflect-O Marco, Premium",2173.2,5,0.4,-1086.8
3921,MX-2020-122644,11/30/2020,12/2/2020,Rápido,VC-21535,Victoria Chavarría,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10001458,Material de oficina,Almacenamiento,"Smead Bandejas, Azul",1357.44,7,0.4,90.44
4028,MX-2022-165813,12/12/2022,12/14/2022,Urgente,UP-21370,Urías Pantoja,Empresa,Lima,Lima (city),Perú,Sur,TEC-AC-10001850,Tecnología,Accesorios,"Enermax Ratón, Programable",1337.28,8,0.4,154.88
4029,MX-2022-165813,12/12/2022,12/14/2022,Urgente,UP-21370,Urías Pantoja,Empresa,Lima,Lima (city),Perú,Sur,MAT-CA-10002468,Material de oficina,Carpetas,"Cardinal Anillas, Reciclado",45.6,2,0.4,-19.2
4030,MX-2022-165813,12/12/2022,12/14/2022,Urgente,UP-21370,Urías Pantoja,Empresa,Lima,Lima (city),Perú,Sur,MAT-PA-10000222,Material de oficina,Papel,"Xerox Agenda, Multicolor",435.6,5,0.4,-160.4
4080,US-2021-108882,11/22/2021,11/27/2021,Estándar,IM-16435,Isidora Martín,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10003624,Material de oficina,Carpetas,"Avery Carpeta, Transparente",98.88,2,0.4,-31.52
4202,MX-2023-162831,9/5/2023,9/9/2023,Estándar,CS-12850,Cornelio Sauceda,Cliente,Lima,Lima (city),Perú,Sur,MAT-SO-10004468,Material de oficina,Sobres,"Kraft Sobre empresarial, Rojo",159.84,2,0.4,13.04
4552,US-2021-140662,1/13/2021,1/16/2021,Urgente,JH-16750,José Hernández,Cliente,Lima,Lima (city),Perú,Sur,MOB-MO-10001922,Mobiliario,Mobiliario,"Tenex Bombilla, Negro",75.72,1,0.4,-7.68
4553,US-2021-140662,1/13/2021,1/16/2021,Urgente,JH-16750,José Hernández,Cliente,Lima,Lima (city),Perú,Sur,MAT-SO-10003439,Material de oficina,Sobres,"GlobeWeis Sobres de uso interno, Reciclado",372.96,2,0.4,49.36
4556,US-2022-164399,9/4/2022,9/9/2022,Estándar,JT-17050,Jairo Tovar,Cliente,Lima,Lima (city),Perú,Sur,MOB-MO-10003677,Mobiliario,Mobiliario,"Rubvermaid Reloj, Surtido",803.52,4,0.4,-322.08
4638,US-2023-119823,3/15/2023,3/18/2023,Urgente,AG-11260,Adrián Gálvez,Cliente,Lima,Lima (city),Perú,Sur,MAT-ET-10001516,Material de oficina,Etiquetas,"Avery Etiquetas de envío, Duradero",391.68,8,0.4,-229.12
4711,MX-2021-116589,2/28/2021,3/2/2021,Urgente,ÁP-11080,Ángel Pineda,Cliente,Lima,Lima (city),Perú,Sur,MAT-AL-10002433,Material de oficina,Almacenamiento,"Fellowes Archivador móvil, Industrial",1653.48,3,0.4,27.48
5133,US-2020-165428,11/24/2020,11/30/2020,Estándar,EP-13780,Elena Padrón,Cliente,Lima,Lima (city),Perú,Sur,MOB-SI-10000771,Mobiliario,Sillas,"Hon Mecedora, Ajustable",2662.2,5,0.4,-1686.8
5447,US-2021-131513,10/21/2021,10/27/2021,Estándar,MC-18880,Miguel Curiel,Cliente,Lima,Lima (city),Perú,Sur,MOB-LI-10003561,Mobiliario,Librerías,"Ikea Librería clásica, Metal",9869.04,6,0.4,-1151.76
5747,US-2021-148467,12/20/2021,12/23/2021,Rápido,HC-15835,Humberto Chavarría,Cliente,Lima,Lima (city),Perú,Sur,MOB-LI-10002222,Mobiliario,Librerías,"Dania Conjunto de estantes, Convencional",5419.2,8,0.4,-3523.2
5748,US-2021-148467,12/20/2021,12/23/2021,Rápido,HC-15835,Humberto Chavarría,Cliente,Lima,Lima (city),Perú,Sur,MAT-GR-10000248,Material de oficina,Grapas,"Stockwell Grapadoras, Tamaños variados",133.44,2,0.4,-6.96
5761,MX-2020-166331,6/25/2020,6/30/2020,Rápido,LC-17530,Loreto Cepeda,Cliente,Lima,Lima (city),Perú,Sur,MAT-AR-10001289,Material de oficina,Arte,"Sanford Rotuladores, Al por mayor",282.24,3,0.4,23.04
5762,MX-2020-166331,6/25/2020,6/30/2020,Rápido,LC-17530,Loreto Cepeda,Cliente,Lima,Lima (city),Perú,Sur,MAT-ET-10000888,Material de oficina,Etiquetas,"Harbour Creations Etiquetas extraíbles, Duradero",85.92,2,0.4,-30.08
5763,MX-2020-166331,6/25/2020,6/30/2020,Rápido,LC-17530,Loreto Cepeda,Cliente,Lima,Lima (city),Perú,Sur,TEC-CO-10001522,Tecnología,Copiadoras,"HP Fax, Rojo",3565.7544,3,0.402,-1324.2456
5764,MX-2020-166331,6/25/2020,6/30/2020,Rápido,LC-17530,Loreto Cepeda,Cliente,Lima,Lima (city),Perú,Sur,TEC-AC-10000748,Tecnología,Accesorios,"SanDisk Tarjeta de memoria, Programable",911.28,2,0.4,90.88
5765,MX-2020-166331,6/25/2020,6/30/2020,Rápido,LC-17530,Loreto Cepeda,Cliente,Lima,Lima (city),Perú,Sur,MAT-SO-10000871,Material de oficina,Sobres,"Cameo Sobres de uso interno, Rojo",203.88,1,0.4,-105.52
5886,US-2020-158442,7/1/2020,7/3/2020,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Lima,Lima (city),Perú,Sur,MOB-SI-10003415,Mobiliario,Sillas,"Hon Silla de playa, Rojo",541.8,3,0.4,-325.2
5887,US-2020-158442,7/1/2020,7/3/2020,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-ET-10002124,Material de oficina,Etiquetas,"Hon Etiquetas para carpetas de archivos, Rojo",67.68,2,0.4,-20.32
5888,US-2020-158442,7/1/2020,7/3/2020,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-CA-10001363,Material de oficina,Carpetas,"Ibico Cubierta de carpeta, Reciclado",112.08,2,0.4,-65.52
6351,US-2022-120172,12/19/2022,12/21/2022,Rápido,AQ-11020,Andrés Quintero,Empresa,Lima,Lima (city),Perú,Sur,TEC-AC-10002784,Tecnología,Accesorios,"Enermax Tarjeta de memoria, Negro",2292,5,0.4,-382
6352,US-2022-120172,12/19/2022,12/21/2022,Rápido,AQ-11020,Andrés Quintero,Empresa,Lima,Lima (city),Perú,Sur,TEC-TE-10003109,Tecnología,Teléfonos,"Cisco Teléfono inteligente, Tamaño completo",4472.64,8,0.4,-2981.76
6560,MX-2023-130967,4/1/2023,4/5/2023,Estándar,PC-19915,Patrocinio Castro,Cliente,Lima,Lima (city),Perú,Sur,MAT-AL-10000301,Material de oficina,Almacenamiento,"Eldon Caja, Industrial",128.88,3,0.4,19.08
6561,MX-2023-130967,4/1/2023,4/5/2023,Estándar,PC-19915,Patrocinio Castro,Cliente,Lima,Lima (city),Perú,Sur,MAT-AL-10004287,Material de oficina,Almacenamiento,"Fellowes Casilleros, Metal",3302.4,4,0.4,220
6642,US-2020-117037,7/10/2020,7/13/2020,Rápido,DC-13300,Dafne Canales,Empresa,Lima,Lima (city),Perú,Sur,MOB-SI-10000131,Mobiliario,Sillas,"Hon Silla de playa, Ajustable",1333.92,7,0.4,-378.28
6643,US-2020-117037,7/10/2020,7/13/2020,Rápido,DC-13300,Dafne Canales,Empresa,Lima,Lima (city),Perú,Sur,MOB-SI-10001719,Mobiliario,Sillas,"Harbour Creations Silla de playa, Rojo",492.96,2,0.4,-107.04
6644,US-2020-148551,3/22/2020,3/24/2020,Urgente,LB-17425,León Batista,Empresa,Lima,Lima (city),Perú,Sur,TEC-TE-10000685,Tecnología,Teléfonos,"Apple Teléfono inteligente, Al por mayor",493.56,1,0.4,-148.24
6645,US-2020-148551,3/22/2020,3/24/2020,Urgente,LB-17425,León Batista,Empresa,Lima,Lima (city),Perú,Sur,MAT-GR-10004030,Material de oficina,Grapas,"Advantus Pasadores, Metal",349.2,6,0.4,-52.8
6646,US-2020-148551,3/22/2020,3/24/2020,Urgente,LB-17425,León Batista,Empresa,Lima,Lima (city),Perú,Sur,MOB-SI-10000876,Mobiliario,Sillas,"SAFCO Mecedora, Rojo",2698.2,5,0.4,89.2
7247,US-2021-154879,6/28/2021,7/2/2021,Rápido,DR-13615,Domingo Rivero,Cliente,Lima,Lima (city),Perú,Sur,MOB-LI-10004439,Mobiliario,Librerías,"Sauder Estante de esquina, Metal",1174.08,2,0.4,-411.12
7248,US-2021-154879,6/28/2021,7/2/2021,Rápido,DR-13615,Domingo Rivero,Cliente,Lima,Lima (city),Perú,Sur,TEC-AC-10002545,Tecnología,Accesorios,"Enermax Teclado, Económico",917.28,4,0.4,-611.52
7249,US-2021-154879,6/28/2021,7/2/2021,Rápido,DR-13615,Domingo Rivero,Cliente,Lima,Lima (city),Perú,Sur,TEC-TE-10003902,Tecnología,Teléfonos,"Apple Auriculares, Tamaño completo",596.4,2,0.4,49.6
7250,US-2021-154879,6/28/2021,7/2/2021,Rápido,DR-13615,Domingo Rivero,Cliente,Lima,Lima (city),Perú,Sur,MAT-SO-10004468,Material de oficina,Sobres,"Kraft Sobre empresarial, Rojo",399.6,5,0.4,32.6
7251,US-2021-154879,6/28/2021,7/2/2021,Rápido,DR-13615,Domingo Rivero,Cliente,Lima,Lima (city),Perú,Sur,MAT-EL-10002194,Material de oficina,Electrodomésticos,"KitchenAid Batidora, Negro",2358.72,6,0.4,-826.08
7467,US-2023-104010,9/24/2023,9/28/2023,Estándar,BP-11815,Bautista Porras,Empresa,Lima,Lima (city),Perú,Sur,MOB-SI-10001938,Mobiliario,Sillas,"Harbour Creations Sillón, Rojo",5683.32,3,0.4,-1421.28
7468,US-2023-104010,9/24/2023,9/28/2023,Estándar,BP-11815,Bautista Porras,Empresa,Lima,Lima (city),Perú,Sur,MAT-ET-10001962,Material de oficina,Etiquetas,"Avery Etiquetas extraíbles, Ajustable",207.36,6,0.4,-104.64
7469,US-2023-104010,9/24/2023,9/28/2023,Estándar,BP-11815,Bautista Porras,Empresa,Lima,Lima (city),Perú,Sur,TEC-TE-10002679,Tecnología,Teléfonos,"Samsung Amplificador de señal, Tamaños variados",1115.52,2,0.4,-148.88
7470,US-2023-104010,9/24/2023,9/28/2023,Estándar,BP-11815,Bautista Porras,Empresa,Lima,Lima (city),Perú,Sur,MAT-ET-10000016,Material de oficina,Etiquetas,"Hon Etiquetas de envío, Duradero",47.04,1,0.4,1.44
7614,MX-2021-165463,4/1/2021,4/5/2021,Estándar,RV-20635,Rodolfo Villaseñor,Empresa,Lima,Lima (city),Perú,Sur,MOB-SI-10003657,Mobiliario,Sillas,"SAFCO Mecedora, Ajustable",2748,5,0.4,45
7628,US-2021-165015,4/3/2021,4/5/2021,Rápido,EM-14500,Eulalia Márquez,Cliente,Lima,Lima (city),Perú,Sur,MAT-AL-10004812,Material de oficina,Almacenamiento,"Eldon Casilleros, Azul",1583.28,2,0.4,-1029.52
8159,US-2023-119515,11/20/2023,11/22/2023,Rápido,CS-12850,Cornelio Sauceda,Cliente,Lima,Lima (city),Perú,Sur,TEC-TE-10000083,Tecnología,Teléfonos,"Cisco Teléfono de oficina, Tamaño completo",981,3,0.4,-16.8
8160,US-2023-119515,11/20/2023,11/22/2023,Rápido,CS-12850,Cornelio Sauceda,Cliente,Lima,Lima (city),Perú,Sur,TEC-TE-10002856,Tecnología,Teléfonos,"Motorola Auriculares, Azul",637.92,2,0.4,95.52
8161,US-2023-119515,11/20/2023,11/22/2023,Rápido,CS-12850,Cornelio Sauceda,Cliente,Lima,Lima (city),Perú,Sur,MAT-AR-10000318,Material de oficina,Arte,"Sanford Subrayadores, Al por mayor",192.24,3,0.4,-74.16
8162,US-2023-119515,11/20/2023,11/22/2023,Rápido,CS-12850,Cornelio Sauceda,Cliente,Lima,Lima (city),Perú,Sur,MAT-SU-10001064,Material de oficina,Suministros,"Elite Recortadora, Rectangular",613.92,4,0.4,-30.88
8163,US-2023-119515,11/20/2023,11/22/2023,Rápido,CS-12850,Cornelio Sauceda,Cliente,Lima,Lima (city),Perú,Sur,MAT-GR-10000680,Material de oficina,Grapas,"OIC Pasadores, Al por mayor",298.2,5,0.4,44.2
8164,US-2023-119515,11/20/2023,11/22/2023,Rápido,CS-12850,Cornelio Sauceda,Cliente,Lima,Lima (city),Perú,Sur,MAT-AL-10003207,Material de oficina,Almacenamiento,"Eldon Bandejas, Industrial",387.6,2,0.4,19.2
8288,US-2022-104444,3/7/2022,3/10/2022,Urgente,DC-13480,Débora Ceja,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-ET-10000950,Material de oficina,Etiquetas,"Smead Etiquetas extraíbles, Rojo",371.52,9,0.4,-74.88
8740,US-2021-107741,3/21/2021,3/27/2021,Estándar,FL-14665,Fernando Limón,Cliente,Lima,Lima (city),Perú,Sur,MAT-CA-10001634,Material de oficina,Carpetas,"Avery Carpeta, Económico",258,5,0.4,-142
8806,US-2021-121097,8/1/2021,8/6/2021,Estándar,FM-14785,Flora Montes,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10001001,Material de oficina,Almacenamiento,"Tenex Caja, Azul",132,2,0.4,-64
8807,US-2021-121097,8/1/2021,8/6/2021,Estándar,FM-14785,Flora Montes,Pequeña empresa,Lima,Lima (city),Perú,Sur,TEC-AC-10002283,Tecnología,Accesorios,"Belkin Tarjeta de memoria, Programable",930.48,2,0.4,92.88
8808,US-2021-121097,8/1/2021,8/6/2021,Estándar,FM-14785,Flora Montes,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-AR-10003920,Material de oficina,Arte,"Sanford Subrayadores, Metal",136.08,2,0.4,15.68
8809,US-2021-121097,8/1/2021,8/6/2021,Estándar,FM-14785,Flora Montes,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-PA-10004633,Material de oficina,Papel,"Enermax Material de oficina, Paquete de 12",1844.64,9,0.4,-61.56
8810,US-2021-121097,8/1/2021,8/6/2021,Estándar,FM-14785,Flora Montes,Pequeña empresa,Lima,Lima (city),Perú,Sur,MAT-AL-10000575,Material de oficina,Almacenamiento,"Eldon Carpetas, Tamaño completo",136.08,2,0.4,-49.92
9125,US-2023-167353,12/3/2023,12/6/2023,Rápido,VA-21595,Violeta Arnelas,Cliente,Lima,Lima (city),Perú,Sur,MOB-SI-10004970,Mobiliario,Sillas,"SAFCO Estora, Ajustable",996.96,4,0.4,-582.24
9651,US-2022-168074,9/3/2022,9/5/2022,Rápido,OB-19705,Orestes Briones,Pequeña empresa,Lima,Lima (city),Perú,Sur,TEC-TE-10000685,Tecnología,Teléfonos,"Apple Teléfono inteligente, Al por mayor",1974.24,4,0.4,-592.96
9652,US-2022-168074,9/3/2022,9/5/2022,Rápido,OB-19705,Orestes Briones,Pequeña empresa,Lima,Lima (city),Perú,Sur,MOB-LI-10002714,Mobiliario,Librerías,"Sauder Librería, Negro",2370.72,4,0.4,-1027.68
3217,US-2022-111598,10/9/2022,10/13/2022,Estándar,TR-21280,Tobías Ramírez,Cliente,Iquitos,Loreto,Perú,Sur,MOB-SI-10000952,Mobiliario,Sillas,"SAFCO Taburete, Negro",2648.16,4,0.4,-1765.44
4059,US-2023-101770,7/9/2023,7/11/2023,Urgente,TT-21145,Thalía Torres,Empresa,Iquitos,Loreto,Perú,Sur,TEC-AC-10004825,Tecnología,Accesorios,"Belkin Ratón, Blanco",308.16,2,0.4,-82.24
4060,US-2023-101770,7/9/2023,7/11/2023,Urgente,TT-21145,Thalía Torres,Empresa,Iquitos,Loreto,Perú,Sur,MAT-ET-10004616,Material de oficina,Etiquetas,"Hon Etiquetas para documentos legales, Duradero",90,2,0.4,-15.2
4537,MX-2022-144932,10/22/2022,10/27/2022,Rápido,EC-14410,Eusebio Cano,Pequeña empresa,Iquitos,Loreto,Perú,Sur,MOB-SI-10001568,Mobiliario,Sillas,"Office Star Estora, 2",544.56,2,0.4,17.76
9259,US-2023-161886,5/21/2023,5/24/2023,Urgente,UR-21400,Unai Reynoso,Cliente,Iquitos,Loreto,Perú,Sur,MAT-CA-10004559,Material de oficina,Carpetas,"Cardinal Encuadernadora, Económico",796.32,4,0.4,-371.68
2310,MX-2022-163328,9/24/2022,9/24/2022,Mismo día,VV-21550,Victoria Valdivia,Pequeña empresa,Puerto Montt,Los Lagos,Chile,Sur,MAT-SU-10002838,Material de oficina,Suministros,"Fiskars Cúter, Rectangular",859.2,4,0,368.8
2710,MX-2023-159177,9/24/2023,9/27/2023,Urgente,OL-19570,Odiseo Liébanas,Cliente,Puerto Montt,Los Lagos,Chile,Sur,MAT-SU-10001064,Material de oficina,Suministros,"Elite Recortadora, Rectangular",1279,5,0,473
4493,MX-2023-147032,3/28/2023,3/28/2023,Mismo día,VO-21520,Vera Olmos,Cliente,Puerto Montt,Los Lagos,Chile,Sur,TEC-TE-10004413,Tecnología,Teléfonos,"Nokia Teléfono de oficina, Tamaños variados",1359.6,3,0,108.6
9965,MX-2022-144855,12/17/2022,12/22/2022,Estándar,FV-14620,Flavia Valles,Empresa,Osorno,Los Lagos,Chile,Sur,MAT-EL-10003362,Material de oficina,Electrodomésticos,"Breville Frigorífico, Rojo",24235.4,7,0,242.2
9966,MX-2022-144855,12/17/2022,12/22/2022,Estándar,FV-14620,Flavia Valles,Empresa,Osorno,Los Lagos,Chile,Sur,MOB-LI-10004751,Mobiliario,Librerías,"Dania Estante de esquina, Negro",6582.4,8,0,1380.8
2859,MX-2023-109057,9/19/2023,9/21/2023,Rápido,LS-17560,Laia Santillán,Pequeña empresa,Quevedo,Los Ríos,Ecuador,Sur,TEC-CO-10003475,Tecnología,Copiadoras,"HP Fotocopiadora, 2",9728.1048,6,0.002,369.3048
1061,MX-2023-167108,8/6/2023,8/8/2023,Rápido,GA-15190,Gerardo Almonta,Cliente,Punta Arenas,Magallanes y Antártica Chilena,Chile,Sur,TEC-TE-10003706,Tecnología,Teléfonos,"Cisco Auriculares, Tamaño completo",2392.8,4,0,860.8
1062,MX-2023-167108,8/6/2023,8/8/2023,Rápido,GA-15190,Gerardo Almonta,Cliente,Punta Arenas,Magallanes y Antártica Chilena,Chile,Sur,TEC-TE-10001732,Tecnología,Teléfonos,"Motorola Base de audio, Azul",5779,5,0,1675
